emp_no,first_name,last_name,title,from_date,to_date
234562,Howell,Berztiss,Engineer,1988-10-19,1994-10-19
234562,Howell,Berztiss,Senior Engineer,1994-10-19,9999-01-01
234570,Kasturi,Porenta,Technique Leader,1990-02-01,9999-01-01
234601,Alexius,Lanzelotte,Technique Leader,1985-09-06,9999-01-01
234603,Deniz,Ambroszkiewicz,Engineer,1994-02-21,9999-01-01
234625,Jaques,Rosca,Staff,1998-07-27,2002-04-18
234635,Nechama,Pfau,Engineer,1990-05-20,1996-05-19
234635,Nechama,Pfau,Senior Engineer,1996-05-19,9999-01-01
234657,Yongmin,Jervis,Senior Staff,2000-10-19,9999-01-01
234657,Yongmin,Jervis,Staff,1993-10-19,2000-10-19
234663,Ravishankar,Kroon,Engineer,1998-02-09,9999-01-01
234668,Basem,Loncour,Engineer,1987-08-20,1992-08-19
234668,Basem,Loncour,Senior Engineer,1992-08-19,9999-01-01
234678,Juichirou,Laventhal,Engineer,1997-09-12,9999-01-01
234692,Haldon,Sidhu,Senior Staff,2001-03-04,9999-01-01
234692,Haldon,Sidhu,Staff,1995-03-05,2001-03-04
234700,Zine,Rodiger,Senior Staff,1995-08-24,9999-01-01
234700,Zine,Rodiger,Staff,1989-08-24,1995-08-24
234726,Arnd,Sevcikova,Senior Staff,2002-04-10,9999-01-01
234726,Arnd,Sevcikova,Staff,1995-04-10,2002-04-10
234728,Kolar,Chepyzhov,Senior Staff,1992-01-24,9999-01-01
234729,Collette,Kropatsch,Technique Leader,1991-01-29,9999-01-01
234734,Samphel,Oehlmann,Senior Staff,2002-05-20,9999-01-01
234734,Samphel,Oehlmann,Staff,1995-05-20,2002-05-20
234735,Sreenivas,Stellhorn,Senior Staff,1996-05-26,9999-01-01
234735,Sreenivas,Stellhorn,Staff,1990-05-27,1996-05-26
234778,Sarita,Kilgore,Staff,1996-12-14,9999-01-01
234796,Zongyan,Ritcey,Senior Engineer,1989-05-29,9999-01-01
234797,Margo,Schoegge,Engineer,1993-07-04,1998-07-04
234797,Margo,Schoegge,Senior Engineer,1998-07-04,9999-01-01
234800,Becky,Khasidashvili,Senior Staff,1997-05-05,9999-01-01
234800,Becky,Khasidashvili,Staff,1989-05-05,1997-05-05
234804,Uriel,Sidou,Engineer,1998-07-04,9999-01-01
234808,Dayanand,Honglei,Engineer,1989-07-30,1998-07-30
234808,Dayanand,Honglei,Senior Engineer,1998-07-30,9999-01-01
234816,Filipe,Langford,Engineer,1994-07-13,2002-07-13
234816,Filipe,Langford,Senior Engineer,2002-07-13,9999-01-01
234848,Xiaobin,Bael,Senior Engineer,1986-11-06,9999-01-01
234853,Insup,Szemeredi,Senior Engineer,1985-03-12,9999-01-01
234854,Marit,Sevcikova,Staff,1998-07-13,9999-01-01
234862,Shahab,Miculan,Assistant Engineer,1992-04-24,1997-04-24
234862,Shahab,Miculan,Engineer,1997-04-24,2002-04-24
234862,Shahab,Miculan,Senior Engineer,2002-04-24,9999-01-01
234874,Conal,Cronin,Engineer,1986-02-16,1991-02-16
234874,Conal,Cronin,Senior Engineer,1991-02-16,9999-01-01
234884,Mahmut,Bail,Technique Leader,1999-10-04,9999-01-01
234888,Moss,Bashian,Staff,1996-04-27,9999-01-01
234903,Shugo,Krone,Engineer,1994-06-07,9999-01-01
234929,Tonia,Chepyzhov,Staff,1996-09-28,9999-01-01
234941,Pohua,Ouhyoung,Assistant Engineer,1996-11-29,2001-11-29
234941,Pohua,Ouhyoung,Engineer,2001-11-29,9999-01-01
234991,Kensyu,Heiserman,Senior Staff,1998-10-19,2001-02-02
234991,Kensyu,Heiserman,Staff,1990-10-19,1998-10-19
234994,Yurij,Baumann,Engineer,1997-08-23,9999-01-01
235005,Sukumar,Molenkamp,Engineer,1992-04-24,1998-04-24
235005,Sukumar,Molenkamp,Senior Engineer,1998-04-24,9999-01-01
235006,Leon,Matzel,Engineer,1988-05-08,1991-03-07
235021,Jaber,Milicic,Engineer,1989-05-16,1994-05-16
235021,Jaber,Milicic,Senior Engineer,1994-05-16,9999-01-01
235028,Yucai,Juneja,Senior Engineer,1994-05-30,9999-01-01
235036,Jiang,Daescu,Assistant Engineer,1998-10-30,1999-09-17
235046,Constantino,Farrar,Senior Staff,1993-09-12,9999-01-01
235050,Aleksandar,Vesna,Senior Staff,2001-12-24,9999-01-01
235050,Aleksandar,Vesna,Staff,1993-12-25,2001-12-24
235067,Torsten,Delaune,Senior Staff,1997-02-08,9999-01-01
235067,Torsten,Delaune,Staff,1992-02-09,1997-02-08
235078,Yoshinari,Ullian,Engineer,1988-11-18,1996-11-18
235078,Yoshinari,Ullian,Senior Engineer,1996-11-18,9999-01-01
235098,Christ,Murtha,Senior Staff,1992-05-03,9999-01-01
235098,Christ,Murtha,Staff,1987-05-04,1992-05-03
235102,Kolar,Manders,Staff,1995-10-20,9999-01-01
235110,Boriana,Biran,Senior Staff,1993-08-17,9999-01-01
235110,Boriana,Biran,Staff,1988-08-17,1993-08-17
235134,Masami,Bratsberg,Senior Staff,1989-09-14,1994-12-06
235138,Kousuke,Denos,Engineer,1992-02-24,2000-02-24
235138,Kousuke,Denos,Senior Engineer,2000-02-24,9999-01-01
235144,Shunichi,Neiman,Engineer,1994-04-12,2000-04-11
235144,Shunichi,Neiman,Senior Engineer,2000-04-11,9999-01-01
235167,Arif,Salverda,Senior Staff,1994-05-26,9999-01-01
235197,Abdelwaheb,Baig,Senior Staff,1987-05-22,9999-01-01
235215,Toshimori,Fetvedt,Senior Staff,1995-09-14,9999-01-01
235215,Toshimori,Fetvedt,Staff,1986-09-14,1995-09-14
235235,Ottavia,Zschoche,Senior Staff,1997-12-24,9999-01-01
235267,Troy,Anido,Assistant Engineer,1987-03-02,1994-03-02
235267,Troy,Anido,Engineer,1994-03-02,2001-03-02
235267,Troy,Anido,Senior Engineer,2001-03-02,9999-01-01
235268,Aran,Ratnakar,Staff,1995-03-22,1995-12-02
235271,Gregory,Azuma,Senior Staff,1991-08-20,9999-01-01
235271,Gregory,Azuma,Staff,1985-08-20,1991-08-20
235272,Arco,Vesel,Senior Staff,1997-02-12,9999-01-01
235272,Arco,Vesel,Staff,1991-02-13,1997-02-12
235290,Zhenbing,Taubenfeld,Engineer,1996-12-30,1997-10-26
235347,Nishit,Huhdanpaa,Senior Staff,1998-01-29,9999-01-01
235347,Nishit,Huhdanpaa,Staff,1989-01-29,1998-01-29
235359,Badri,Snyers,Senior Staff,2000-12-24,9999-01-01
235359,Badri,Snyers,Staff,1993-12-24,2000-12-24
235360,Lein,Castellani,Senior Staff,1996-11-26,2001-11-27
235360,Lein,Castellani,Staff,1988-11-26,1996-11-26
235366,Xinyu,Esteva,Technique Leader,1997-02-01,9999-01-01
235367,Lucien,Wrigley,Engineer,1996-06-26,2001-06-26
235367,Lucien,Wrigley,Senior Engineer,2001-06-26,9999-01-01
235375,Duro,Szmurlo,Senior Engineer,1991-03-05,9999-01-01
235378,Charmane,Pews,Engineer,1999-06-03,9999-01-01
235380,Shaw,Servi,Engineer,1991-10-28,1996-10-27
235380,Shaw,Servi,Senior Engineer,1996-10-27,1998-07-01
235386,Eirik,Egerstedt,Senior Staff,1999-08-05,9999-01-01
235386,Eirik,Egerstedt,Staff,1994-08-05,1999-08-05
235404,Chinho,Stentiford,Engineer,1986-10-19,1993-10-19
235404,Chinho,Stentiford,Senior Engineer,1993-10-19,9999-01-01
235439,Behnaam,Schueller,Staff,1999-10-30,2001-10-29
235460,Inderjeet,Giarratana,Senior Staff,1998-03-13,9999-01-01
235464,Sachar,Toyoshima,Engineer,1991-12-14,1997-12-13
235464,Sachar,Toyoshima,Senior Engineer,1997-12-13,2001-12-14
235465,Shih,Wiegley,Staff,1996-12-14,9999-01-01
235471,Lein,Roohalamini,Engineer,1997-08-05,9999-01-01
235475,Kiyotoshi,Eldridge,Senior Engineer,1987-06-27,9999-01-01
235503,Vasiliy,Dengi,Engineer,1997-09-02,9999-01-01
235507,Gilbert,Pramanik,Senior Engineer,1993-10-27,9999-01-01
235515,Sachio,Pettey,Engineer,1998-03-05,9999-01-01
235548,Muneo,Nanard,Senior Staff,1994-03-08,9999-01-01
235548,Muneo,Nanard,Staff,1988-03-08,1994-03-08
235550,Serenella,Roccetti,Engineer,1995-12-28,2000-12-27
235550,Serenella,Roccetti,Senior Engineer,2000-12-27,9999-01-01
235557,Percy,Genin,Engineer,1994-01-16,1998-12-05
235562,Doohun,Beerel,Staff,2000-01-24,9999-01-01
235568,Izaskun,Trachtenberg,Engineer,1991-04-22,1999-04-22
235568,Izaskun,Trachtenberg,Senior Engineer,1999-04-22,9999-01-01
235569,Susanne,Masand,Engineer,1998-03-10,1998-03-15
235580,Randi,Solovay,Senior Staff,1998-09-08,9999-01-01
235580,Randi,Solovay,Staff,1989-09-08,1998-09-08
235597,Makato,Kobara,Engineer,1991-04-08,1996-04-06
235597,Makato,Kobara,Senior Engineer,1996-04-06,9999-01-01
235598,Thanasis,Siochi,Staff,1997-05-06,9999-01-01
235605,Aron,Rajaraman,Senior Engineer,1993-01-09,9999-01-01
235615,Wilmer,Heuser,Senior Staff,1999-11-19,9999-01-01
235615,Wilmer,Heuser,Staff,1993-11-19,1999-11-19
235629,Aleksander,Perz,Engineer,1987-04-30,1993-08-22
235648,Shen,Kitsuregawa,Engineer,1991-05-16,1998-05-16
235648,Shen,Kitsuregawa,Senior Engineer,1998-05-16,9999-01-01
235653,Hugo,Sluis,Engineer,1987-06-03,1988-01-08
235654,Takanari,Murillo,Engineer,1991-11-10,2000-11-09
235654,Takanari,Murillo,Senior Engineer,2000-11-09,9999-01-01
235661,Along,Menhardt,Senior Staff,1994-04-10,9999-01-01
235661,Along,Menhardt,Staff,1986-04-10,1994-04-10
235665,Geraldo,Lukaszewicz,Senior Staff,1992-03-28,9999-01-01
235665,Geraldo,Lukaszewicz,Staff,1987-03-29,1992-03-28
235691,Ibibia,Buescher,Engineer,1990-03-06,1999-03-06
235691,Ibibia,Buescher,Senior Engineer,1999-03-06,9999-01-01
235709,Sanjeeva,Cools,Engineer,1998-11-25,9999-01-01
235718,Limsoon,Iwayama,Engineer,1989-04-09,1997-04-09
235718,Limsoon,Iwayama,Senior Engineer,1997-04-09,9999-01-01
235732,Vishwani,Janocha,Engineer,1994-10-20,9999-01-01
235738,Katsuo,Erdi,Engineer,1991-05-14,1998-05-14
235738,Katsuo,Erdi,Senior Engineer,1998-05-14,9999-01-01
235751,Yannik,Morris,Senior Engineer,1990-07-14,9999-01-01
235773,Georgi,Schonegge,Engineer,1985-04-18,1993-04-18
235773,Georgi,Schonegge,Senior Engineer,1993-04-18,9999-01-01
235774,Shmuel,Acton,Staff,1998-07-28,9999-01-01
235776,Christoph,Brickell,Senior Staff,1993-07-30,9999-01-01
235776,Christoph,Brickell,Staff,1985-07-30,1993-07-30
235777,Domenico,Mullainathan,Senior Staff,1998-10-24,9999-01-01
235795,Xinyu,Streit,Staff,1998-02-12,9999-01-01
235797,Claude,Terlouw,Senior Staff,1991-09-04,1999-09-24
235800,Huan,Belinskaya,Assistant Engineer,1989-11-23,1997-11-23
235800,Huan,Belinskaya,Engineer,1997-11-23,9999-01-01
235805,Mats,Molenaar,Engineer,1997-11-07,9999-01-01
235834,Kish,Ducloy,Engineer,1986-07-30,1995-07-30
235834,Kish,Ducloy,Senior Engineer,1995-07-30,9999-01-01
235858,Huan,Falck,Engineer,1996-07-21,9999-01-01
235862,Neven,Openshaw,Engineer,1988-12-28,1997-12-28
235862,Neven,Openshaw,Senior Engineer,1997-12-28,9999-01-01
235935,Duke,Merle,Senior Staff,1995-12-17,1996-10-27
235935,Duke,Merle,Staff,1989-12-17,1995-12-17
235980,Cullen,Serre,Engineer,1988-09-14,1993-09-14
235980,Cullen,Serre,Senior Engineer,1993-09-14,9999-01-01
235985,Bodh,Rodiger,Senior Engineer,1990-12-11,9999-01-01
235988,Masadi,Nyanchama,Staff,1998-07-03,9999-01-01
236006,Martine,Anandan,Senior Engineer,1996-02-07,1999-04-16
236009,Saeko,Herath,Senior Staff,2002-01-24,9999-01-01
236009,Saeko,Herath,Staff,1993-01-24,2002-01-24
236015,Matt,Kroll,Senior Engineer,1990-05-01,9999-01-01
236027,Rosli,Standera,Senior Engineer,1995-07-05,9999-01-01
236030,Rosli,Varley,Assistant Engineer,1993-12-23,1996-12-03
236048,Masadi,Kolinko,Technique Leader,1993-02-10,1995-05-15
236066,Danco,Avouris,Senior Staff,1991-09-20,9999-01-01
236067,Radoslaw,Collette,Engineer,1985-07-25,1994-07-25
236067,Radoslaw,Collette,Senior Engineer,1994-07-25,9999-01-01
236097,Hatim,Serot,Staff,1986-06-24,1989-05-04
236101,Wilmer,Feinberg,Senior Staff,1996-07-25,9999-01-01
236123,Marsal,Thombley,Senior Engineer,1995-05-02,9999-01-01
236125,Abdulah,Jumpertz,Engineer,1986-04-06,1991-04-06
236125,Abdulah,Jumpertz,Senior Engineer,1991-04-06,9999-01-01
236126,Steve,Thambidurai,Staff,1995-12-05,9999-01-01
236137,Jahangir,Emmerich,Staff,1993-10-22,2001-07-12
236141,Uma,Esposito,Senior Staff,1997-07-17,1999-02-11
236141,Uma,Esposito,Staff,1990-07-17,1997-07-17
236156,Matk,Petereit,Engineer,1999-03-05,9999-01-01
236178,Teiji,Vadhan,Technique Leader,1990-07-16,1996-06-18
236179,Pintsang,Szilard,Technique Leader,1995-06-19,9999-01-01
236216,Salvador,Uhrik,Staff,1996-12-18,9999-01-01
236225,Dipankar,Merey,Staff,1998-09-19,2001-04-13
236236,Pranjal,Melichar,Technique Leader,1986-04-13,9999-01-01
236241,Dulce,Wrigley,Engineer,1998-03-14,9999-01-01
236243,Jinxi,Daescu,Senior Staff,1993-06-16,9999-01-01
236243,Jinxi,Daescu,Staff,1988-06-16,1993-06-16
236251,Kensei,Baar,Senior Staff,2000-07-12,9999-01-01
236251,Kensei,Baar,Staff,1992-07-12,2000-07-12
236259,Baruch,Mondadori,Senior Staff,1994-05-11,9999-01-01
236259,Baruch,Mondadori,Staff,1985-05-11,1994-05-11
236282,Przemyslawa,Weedman,Engineer,1990-03-17,1998-03-17
236282,Przemyslawa,Weedman,Senior Engineer,1998-03-17,9999-01-01
236287,Babette,Butner,Engineer,1998-02-21,9999-01-01
236328,Chinhyun,Nations,Assistant Engineer,1986-10-06,1991-10-06
236328,Chinhyun,Nations,Engineer,1991-10-06,1996-10-05
236328,Chinhyun,Nations,Senior Engineer,1996-10-05,9999-01-01
236331,Golgen,Pettit,Staff,1996-01-06,9999-01-01
236353,Subhash,Larfeldt,Staff,1994-08-11,9999-01-01
236362,Baocai,Luan,Engineer,1996-06-02,9999-01-01
236383,Magdalena,Figueira,Technique Leader,1991-10-26,9999-01-01
236392,Constantine,Schade,Senior Staff,1994-03-16,1998-09-12
236392,Constantine,Schade,Staff,1986-03-16,1994-03-16
236396,Zhonghui,Spataro,Senior Staff,1989-06-02,9999-01-01
236405,Nishit,Kilgour,Engineer,1989-06-29,1996-06-29
236405,Nishit,Kilgour,Senior Engineer,1996-06-29,9999-01-01
236406,Adit,Kroha,Engineer,1996-02-19,2001-02-18
236406,Adit,Kroha,Senior Engineer,2001-02-18,9999-01-01
236417,Nikolaus,Beilner,Senior Staff,1997-01-26,9999-01-01
236421,Parto,Heusch,Staff,1997-02-17,9999-01-01
236423,Luigi,Alvarado,Engineer,1989-02-03,1998-02-03
236423,Luigi,Alvarado,Senior Engineer,1998-02-03,9999-01-01
236458,Kazuhito,Gluchowski,Engineer,1995-12-31,2000-05-14
236461,Bezalel,Kamble,Engineer,1996-01-20,2001-01-19
236461,Bezalel,Kamble,Senior Engineer,2001-01-19,9999-01-01
236494,Leon,Katiyar,Engineer,1988-03-24,1995-10-18
236496,Dhritiman,Lyonns,Engineer,1987-09-06,1992-09-05
236496,Dhritiman,Lyonns,Senior Engineer,1992-09-05,9999-01-01
236505,Mahendra,Hertweck,Engineer,1997-04-11,2001-09-23
236521,Gianluca,Peek,Engineer,1996-11-18,2000-12-27
236536,Mats,Bernini,Senior Staff,1998-02-16,9999-01-01
236536,Mats,Bernini,Staff,1993-02-16,1998-02-16
236537,Licheng,Osgood,Staff,1995-04-28,2001-07-01
236561,Peternela,Thambidurai,Senior Staff,1992-05-10,9999-01-01
236574,Jacqueline,Munch,Engineer,1985-05-09,1990-05-09
236574,Jacqueline,Munch,Senior Engineer,1990-05-09,9999-01-01
236601,Pramod,Valiente,Senior Engineer,1991-07-12,9999-01-01
236609,Denny,Luks,Senior Staff,1993-05-21,9999-01-01
236609,Denny,Luks,Staff,1987-05-22,1993-05-21
236635,Constantino,Ishibashi,Staff,1999-05-24,2001-12-14
236669,Poornachandra,Guerreiro,Staff,1996-05-21,9999-01-01
236688,Xuejun,Ratzlaff,Senior Staff,1997-12-30,9999-01-01
236688,Xuejun,Ratzlaff,Staff,1991-12-31,1997-12-30
236691,Hatim,Pramanik,Staff,1996-01-12,1997-01-16
236700,Randy,Engelmann,Senior Staff,1999-06-28,9999-01-01
236700,Randy,Engelmann,Staff,1991-06-28,1999-06-28
236719,Conrado,Khamsi,Senior Staff,2000-08-04,9999-01-01
236719,Conrado,Khamsi,Staff,1993-08-04,2000-08-04
236733,Ziva,Pero,Senior Staff,1994-03-17,9999-01-01
236733,Ziva,Pero,Staff,1986-03-17,1994-03-17
236738,Martien,McDermid,Senior Staff,1993-07-21,9999-01-01
236740,Shahaf,Bergere,Engineer,1991-05-03,1996-05-02
236740,Shahaf,Bergere,Senior Engineer,1996-05-02,9999-01-01
236743,Muneo,Terwilliger,Senior Engineer,1993-12-18,9999-01-01
236752,Matk,Camurati,Senior Staff,1999-11-17,9999-01-01
236765,LiMin,Nanard,Engineer,1998-09-22,9999-01-01
236787,Suebskul,Rathonyi,Senior Staff,1995-04-26,9999-01-01
236787,Suebskul,Rathonyi,Staff,1988-04-25,1995-04-26
236788,Arvind,Pollock,Assistant Engineer,1997-09-17,9999-01-01
236789,Takanari,Lammel,Engineer,1997-07-17,2001-08-29
236802,Yoshimitsu,Aamodt,Engineer,1999-04-26,9999-01-01
236823,Xianlong,Rissland,Senior Staff,2002-04-05,9999-01-01
236823,Xianlong,Rissland,Staff,1994-04-06,2002-04-05
236848,Vincent,Marwedel,Engineer,1993-06-07,2001-06-07
236848,Vincent,Marwedel,Senior Engineer,2001-06-07,9999-01-01
236858,Haldun,Bharadwaj,Technique Leader,1986-07-12,9999-01-01
236879,Zorica,Birsak,Engineer,1993-10-29,1993-12-08
236882,Masali,Kornatzky,Senior Engineer,1997-08-31,9999-01-01
236906,Aluzio,Otillio,Assistant Engineer,1986-12-10,1992-12-09
236906,Aluzio,Otillio,Engineer,1992-12-09,1998-12-09
236906,Aluzio,Otillio,Senior Engineer,1998-12-09,1999-07-17
236910,Jordanka,Orsini,Staff,1997-07-09,1998-12-12
236938,Elgin,dAstous,Assistant Engineer,1990-07-20,1999-07-20
236938,Elgin,dAstous,Engineer,1999-07-20,9999-01-01
236961,Yechiam,Peral,Engineer,1992-02-26,1997-02-25
236961,Yechiam,Peral,Senior Engineer,1997-02-25,9999-01-01
236972,Nishit,Ouhyoung,Senior Staff,1995-03-03,9999-01-01
237030,Rildo,Kampfer,Assistant Engineer,1992-11-14,1997-11-14
237030,Rildo,Kampfer,Engineer,1997-11-14,9999-01-01
237034,Chikako,Papadias,Senior Staff,1997-10-05,2001-02-14
237034,Chikako,Papadias,Staff,1990-10-05,1997-10-05
237047,Akeel,Peres,Senior Staff,1996-02-23,9999-01-01
237047,Akeel,Peres,Staff,1989-02-22,1996-02-23
237057,Hongzue,Tischendorf,Technique Leader,1990-02-08,9999-01-01
237064,Shrikanth,Frezza,Engineer,1987-02-21,1996-02-21
237064,Shrikanth,Frezza,Senior Engineer,1996-02-21,9999-01-01
237073,Cheong,Moehrke,Senior Staff,1994-03-28,9999-01-01
237073,Cheong,Moehrke,Staff,1988-03-28,1994-03-28
237078,Khalid,Braccini,Technique Leader,1992-10-17,9999-01-01
237110,Yishay,Bardell,Staff,1998-06-03,9999-01-01
237113,Chaosheng,Limongiello,Senior Staff,1994-02-15,9999-01-01
237113,Chaosheng,Limongiello,Staff,1989-02-15,1994-02-15
237140,Florian,Kusakabe,Senior Engineer,1995-07-27,9999-01-01
237142,Dung,Schiper,Senior Staff,1993-03-11,9999-01-01
237142,Dung,Schiper,Staff,1986-03-11,1993-03-11
237164,Oscar,Baja,Senior Staff,1998-10-01,1999-08-26
237164,Oscar,Baja,Staff,1990-10-01,1998-10-01
237174,Juyoung,Dayang,Senior Staff,1999-01-08,9999-01-01
237174,Juyoung,Dayang,Staff,1991-01-08,1999-01-08
237179,Leen,Ernst,Staff,1998-08-24,9999-01-01
237193,Premal,Birjandi,Assistant Engineer,1987-07-08,1994-07-08
237193,Premal,Birjandi,Engineer,1994-07-08,2001-07-08
237193,Premal,Birjandi,Senior Engineer,2001-07-08,9999-01-01
237216,Premsyl,Feldhoffer,Staff,1997-07-23,9999-01-01
237240,Jianhua,Trumbly,Engineer,1995-12-29,9999-01-01
237262,Jagoda,Otillio,Engineer,1996-10-15,2001-10-15
237262,Jagoda,Otillio,Senior Engineer,2001-10-15,9999-01-01
237276,Mayuko,Pluym,Engineer,1998-06-06,9999-01-01
237298,Collette,Lakshmanan,Senior Engineer,1997-04-26,1999-08-02
237306,Masoud,Passafiume,Staff,1995-05-22,9999-01-01
237307,Boguslaw,Gyorkos,Technique Leader,1994-03-25,1996-08-09
237310,Beshir,Polajnar,Senior Staff,1997-07-18,9999-01-01
237310,Beshir,Polajnar,Staff,1992-07-18,1997-07-18
237319,Kenton,Joslin,Senior Staff,1993-04-22,9999-01-01
237324,Susanna,Lorin,Technique Leader,1999-06-10,9999-01-01
237325,Jayson,Passino,Senior Staff,1999-07-28,9999-01-01
237325,Jayson,Passino,Staff,1994-07-28,1999-07-28
237338,Rildo,Akaboshi,Senior Staff,1993-06-03,9999-01-01
237348,Dhritiman,Imataki,Senior Staff,1988-10-27,9999-01-01
237361,Baocai,Kopetz,Senior Staff,2000-01-03,9999-01-01
237376,Takanari,Diderrich,Engineer,1990-10-15,1996-10-14
237376,Takanari,Diderrich,Senior Engineer,1996-10-14,9999-01-01
237378,Tsz,Tyugu,Senior Engineer,1995-12-06,1996-11-08
237383,Arra,Erez,Senior Staff,1998-09-04,9999-01-01
237383,Arra,Erez,Staff,1990-09-04,1998-09-04
237392,Xiaoshan,Munck,Senior Staff,1990-07-23,1992-06-23
237414,Ramalingam,Doering,Senior Staff,1990-09-13,9999-01-01
237415,Hinrich,Baaleh,Technique Leader,1996-08-23,9999-01-01
237429,Juichirou,Bonifati,Staff,1994-08-31,9999-01-01
237440,Akhilish,Cromarty,Senior Engineer,1995-08-24,9999-01-01
237463,Becky,Buescher,Assistant Engineer,1991-08-30,1997-08-29
237463,Becky,Buescher,Engineer,1997-08-29,9999-01-01
237465,True,Schlumberger,Senior Staff,1998-11-01,9999-01-01
237465,True,Schlumberger,Staff,1989-11-01,1998-11-01
237498,Zhonghua,Braunschweig,Senior Staff,1999-08-12,9999-01-01
237515,Mabry,Colorni,Staff,1998-11-07,9999-01-01
237519,Mayuri,Pearson,Engineer,1995-08-11,2001-08-10
237519,Mayuri,Pearson,Senior Engineer,2001-08-10,9999-01-01
237527,Lidong,Marwedel,Staff,1994-03-18,1994-05-13
237528,Adhemar,Tempesti,Senior Staff,2002-01-21,9999-01-01
237528,Adhemar,Tempesti,Staff,1993-01-21,2002-01-21
237536,Candida,Horswill,Technique Leader,1991-10-06,9999-01-01
237547,Vasiliy,Tramer,Engineer,1998-07-21,1999-09-21
237558,Nikolaos,Riefers,Senior Staff,1988-12-04,9999-01-01
237564,Souichi,Nannarelli,Engineer,1996-03-13,9999-01-01
237571,Ronghao,Schaad,Senior Staff,2001-06-14,9999-01-01
237571,Ronghao,Schaad,Staff,1994-06-14,2001-06-14
237572,Jiong,Codenie,Engineer,1986-10-13,1994-10-13
237572,Jiong,Codenie,Senior Engineer,1994-10-13,9999-01-01
237576,Alper,Andreotta,Senior Staff,1993-06-05,9999-01-01
237576,Alper,Andreotta,Staff,1988-06-05,1993-06-05
237598,Tse,Ghelli,Staff,1996-12-21,9999-01-01
237637,Anneke,Erol,Senior Staff,2000-03-10,9999-01-01
237637,Anneke,Erol,Staff,1994-03-11,2000-03-10
237638,JoAnne,Kaminger,Engineer,1985-07-02,1992-07-02
237638,JoAnne,Kaminger,Senior Engineer,1992-07-02,9999-01-01
237671,Reinhard,Cangellaris,Engineer,1988-08-09,1995-08-10
237671,Reinhard,Cangellaris,Senior Engineer,1995-08-10,9999-01-01
237719,Taizo,Liesche,Engineer,1988-04-23,1993-05-30
237728,Fox,Butterworth,Staff,1992-10-07,1995-03-13
237740,Fan,Birrer,Engineer,1995-04-29,9999-01-01
237763,Susumu,Jakobus,Engineer,1994-01-22,9999-01-01
237773,Eberhardt,Iwayama,Engineer,1986-06-04,1991-06-04
237773,Eberhardt,Iwayama,Senior Engineer,1991-06-04,9999-01-01
237787,Bernardo,Isaac,Senior Staff,1985-10-10,9999-01-01
237794,Fei,Morrin,Senior Staff,1991-09-02,9999-01-01
237794,Fei,Morrin,Staff,1986-09-02,1991-09-02
237812,Xiadong,Gischer,Staff,1998-11-06,2001-01-26
237831,Pramod,Oaver,Assistant Engineer,1985-09-18,1992-09-18
237831,Pramod,Oaver,Engineer,1992-09-18,1999-09-19
237831,Pramod,Oaver,Senior Engineer,1999-09-19,9999-01-01
237839,Gretta,Gajiwala,Engineer,1993-09-16,1999-05-25
237867,Maik,Rindone,Staff,1996-08-09,9999-01-01
237880,Yonghong,Feldhoffer,Senior Engineer,1997-02-04,9999-01-01
237889,Youngkon,Leijenhorst,Senior Staff,2002-05-15,9999-01-01
237889,Youngkon,Leijenhorst,Staff,1994-05-15,2002-05-15
237902,Ingemar,Francisci,Assistant Engineer,1987-12-03,1996-12-02
237902,Ingemar,Francisci,Engineer,1996-12-02,2002-01-06
237910,Ipke,Feldhoffer,Senior Engineer,1997-02-11,9999-01-01
237918,Billur,Kambil,Staff,1993-02-17,1995-04-05
237926,Gaetan,Rijckaert,Technique Leader,1992-02-08,9999-01-01
237971,Seongbin,Steenbeek,Assistant Engineer,1985-10-09,1993-10-09
237971,Seongbin,Steenbeek,Engineer,1993-10-09,2001-10-09
237971,Seongbin,Steenbeek,Senior Engineer,2001-10-09,9999-01-01
238009,Nishit,Botman,Staff,1996-06-20,9999-01-01
238014,Arfst,Gewali,Staff,1998-01-11,9999-01-01
238019,Nakhoon,Merey,Engineer,1996-09-23,9999-01-01
238072,Oksana,Karnin,Engineer,1985-03-06,1991-03-06
238072,Oksana,Karnin,Senior Engineer,1991-03-06,9999-01-01
238077,Randy,Kilgore,Senior Engineer,1989-12-04,9999-01-01
238084,Heon,Speckmann,Engineer,1993-06-22,1999-06-22
